date,train_id,depot,rs_days_from_plan,sig_days_from_plan,tel_days_from_plan,job_open_count,job_critical_count,branding_req_hours,branding_alloc_hours,mileage_km,bogie_wear_index,cleaning_slot,stabling_position,estimated_shunting_mins,prev_night_shunting_count,iot_temp_avg_c,hvac_alert,last_maintenance_date,predicted_failure_risk,manual_override_flag,assigned_status
2025-08-25,KM-T125,Pettah Depot,32,24,33,1,0,3.9,3.679215248943506,2410,0.1644795299961884,Night-B,Bay-12,16,1,26.6,0,2025-05-07,0.108,0,Service
2025-08-25,KM-T126,Tripunithura Depot,5,16,31,0,0,2.2,0.0,2685,0.5165923945331221,No-Clean,Bay-2,27,1,23.74,0,2025-07-03,0.231,0,Service
2025-08-25,KM-T127,Tripunithura Depot,50,18,15,1,0,9.3,0.0,2174,0.04814663310024248,Night-A,Bay-3,25,2,28.61,0,2025-06-02,0.067,0,Service
2025-08-25,KM-T128,Pettah Depot,-3,17,14,1,0,12.8,10.962045243939214,1716,0.3883622490974607,No-Clean,Bay-8,53,1,26.53,0,2025-08-09,0.186,0,IBL
2025-08-25,KM-T129,Pettah Depot,43,29,9,1,1,11.8,2.2773750654504497,2705,0.3718776122857965,Night-A,Bay-1,20,1,23.83,0,2025-05-15,0.3,0,IBL
2025-08-25,KM-T130,Pettah Depot,17,49,9,0,0,9.1,7.983878499651637,2176,0.23139470758763223,Night-B,Bay-6,17,0,26.27,0,2025-05-20,0.131,0,Service
2025-08-25,KM-T131,Tripunithura Depot,29,37,13,4,1,7.6,14.17197962309231,2591,0.1262772175389617,Night-A,Bay-10,22,2,27.21,1,2025-08-17,0.214,0,IBL
2025-08-25,KM-T132,Pettah Depot,46,10,24,3,0,6.6,3.8356069403168123,2081,0.22519594828293404,Night-B,Bay-12,23,1,27.17,0,2025-05-30,0.129,0,Service
2025-08-25,KM-T133,Pettah Depot,40,25,23,2,0,14.4,9.925911553768263,1826,0.05255552917335554,No-Clean,Bay-7,16,0,27.08,0,2025-06-14,0.068,1,Standby
2025-08-25,KM-T134,Tripunithura Depot,8,13,20,3,0,5.0,5.21641277169778,2632,0.38689867807897804,Night-B,Bay-4,52,1,25.6,0,2025-06-16,0.185,0,Standby
2025-08-25,KM-T135,Tripunithura Depot,53,39,-5,2,0,14.5,8.837255939426097,2435,0.2608296643107981,Night-A,Bay-8,54,0,27.19,0,2025-06-08,0.291,0,IBL
2025-08-25,KM-T136,Tripunithura Depot,50,33,6,0,0,1.7,12.930488646947849,2234,0.17810776117812688,Night-A,Bay-6,55,1,27.79,0,2025-07-02,0.112,1,Service
2025-08-25,KM-T137,Tripunithura Depot,21,3,-4,3,0,14.6,3.840256956634411,1569,0.11165977130563196,Night-A,Bay-11,12,1,27.78,0,2025-05-23,0.239,0,IBL
2025-08-25,KM-T138,Pettah Depot,4,0,-3,0,0,7.5,10.65221487385084,1806,0.4041629221886322,No-Clean,Bay-2,6,1,28.64,0,2025-08-22,0.341,0,IBL
2025-08-25,KM-T139,Pettah Depot,9,37,14,4,0,8.8,2.660586720792065,2624,0.3157572427861819,Night-A,Bay-3,26,4,28.47,0,2025-04-29,0.161,0,Service
2025-08-25,KM-T140,Pettah Depot,37,15,17,3,0,4.2,4.255941578434669,2009,0.0802525262521138,Night-B,Bay-9,3,2,26.18,0,2025-04-25,0.078,1,Service
2025-08-26,KM-T101,Pettah Depot,2,25,16,0,0,15.5,14.49919187150025,2942,0.21219086481124644,Night-B,Bay-12,25,1,26.36,0,2025-08-08,0.124,0,Standby
2025-08-26,KM-T102,Tripunithura Depot,26,-5,6,2,0,1.0,16.20469967515987,2746,0.19182218000317625,No-Clean,Bay-12,18,1,26.99,0,2025-08-21,0.117,0,Service
2025-08-26,KM-T103,Pettah Depot,15,21,10,3,0,5.2,9.004499737972182,2960,0.3229983558279565,No-Clean,Bay-5,30,1,27.13,0,2025-07-09,0.163,0,Service
2025-08-26,KM-T104,Tripunithura Depot,11,31,25,1,1,5.7,4.70938002391107,2796,0.2289450487308802,No-Clean,Bay-8,36,0,29.59,0,2025-05-16,0.25,0,IBL
2025-08-26,KM-T105,Tripunithura Depot,32,47,12,3,0,0.4,1.723020675245307,3072,0.2862289508545104,Night-B,Bay-5,18,1,24.76,0,2025-06-25,0.15,0,Service
2025-08-26,KM-T106,Tripunithura Depot,-5,36,11,1,1,6.7,13.613177520356434,2374,0.18762018531845032,Night-A,Bay-9,8,0,25.47,0,2025-06-22,0.236,0,IBL
2025-08-26,KM-T107,Pettah Depot,34,17,15,2,0,15.5,14.060498811821638,1802,0.3704576060361149,Night-A,Bay-11,25,0,30.69,0,2025-05-18,0.18,0,Service
2025-08-26,KM-T108,Tripunithura Depot,-24,46,38,0,0,5.9,6.985775773715822,2920,0.1808762274927809,No-Clean,Bay-1,25,2,25.2,0,2025-05-25,0.113,0,IBL
2025-08-26,KM-T109,Pettah Depot,3,28,1,0,0,5.5,2.0201076472574058,3072,0.42908537122599083,Night-A,Bay-2,37,0,27.23,0,2025-08-04,0.35,0,Service
2025-08-26,KM-T110,Tripunithura Depot,30,26,4,0,0,14.4,14.806970374884065,2556,0.3390357753858312,Night-A,Bay-4,13,0,28.18,0,2025-08-15,0.169,0,Service
2025-08-26,KM-T111,Tripunithura Depot,7,22,-4,0,0,15.6,5.797712309211106,2222,0.2371613772449186,No-Clean,Bay-1,32,0,25.71,0,2025-07-05,0.283,0,IBL
2025-08-26,KM-T112,Tripunithura Depot,-10,15,16,3,1,9.2,14.19656816682311,2819,0.2477746976021221,No-Clean,Bay-2,33,2,27.14,0,2025-05-29,0.257,0,IBL
2025-08-26,KM-T113,Pettah Depot,4,-2,18,0,0,6.7,6.249022301909407,3048,0.1671165094319774,Night-A,Bay-8,36,1,27.98,0,2025-06-18,0.108,0,Service
2025-08-26,KM-T114,Tripunithura Depot,6,11,8,0,0,4.9,11.525498991740374,2899,0.41021077683547036,No-Clean,Bay-4,20,1,27.66,1,2025-08-07,0.194,1,Service
2025-08-26,KM-T115,Pettah Depot,45,8,7,0,0,0.4,15.236985865121856,1886,0.23103820586772117,Night-A,Bay-2,21,0,26.69,0,2025-08-22,0.131,1,Service
2025-08-26,KM-T116,Tripunithura Depot,67,38,-5,1,0,0.2,0.0,2462,0.2591897324875639,Night-A,Bay-7,19,1,23.86,0,2025-05-15,0.291,0,IBL
2025-08-26,KM-T117,Pettah Depot,26,62,17,1,0,1.1,10.411203907574675,2945,0.25860705054653377,Night-B,Bay-3,17,2,30.17,0,2025-06-10,0.141,0,Service
2025-08-26,KM-T118,Pettah Depot,14,-3,14,2,0,6.2,10.354420255476438,2355,0.15092007873067165,Night-B,Bay-11,29,1,27.87,0,2025-06-11,0.103,1,Service
2025-08-26,KM-T119,Pettah Depot,12,26,18,1,0,10.9,12.015497051286257,2201,0.22901261389817298,Night-A,Bay-6,17,0,26.55,0,2025-08-04,0.13,0,Service
2025-08-26,KM-T120,Pettah Depot,63,39,-8,2,1,12.0,10.97143115210105,2400,0.1592827619875029,No-Clean,Bay-11,35,2,27.74,0,2025-08-14,0.376,0,IBL
2025-08-26,KM-T121,Tripunithura Depot,48,11,5,0,0,12.4,8.49651377827466,3017,0.35989098608647746,Night-A,Bay-2,16,0,26.93,0,2025-05-10,0.176,0,Service
2025-08-26,KM-T122,Tripunithura Depot,14,-5,2,2,0,12.8,16.413192014510933,2619,0.07557585870885981,Night-A,Bay-4,30,1,27.08,0,2025-07-23,0.226,1,Service
2025-08-26,KM-T123,Tripunithura Depot,53,7,11,0,0,5.4,1.370027834982473,2549,0.11594704209068915,Night-A,Bay-9,21,0,24.51,0,2025-04-28,0.091,0,Service
2025-08-26,KM-T124,Tripunithura Depot,39,46,21,2,0,0.4,5.69775316096667,2392,0.33721236418744066,No-Clean,Bay-1,23,1,28.86,0,2025-08-17,0.168,0,Service
2025-08-26,KM-T125,Pettah Depot,31,23,32,0,0,3.9,4.989523995063115,2654,0.17466769190725626,Night-B,Bay-12,16,1,26.6,0,2025-05-07,0.111,0,Service
2025-08-26,KM-T126,Tripunithura Depot,4,15,30,0,0,2.2,1.395683810789956,2913,0.5231112932523495,No-Clean,Bay-2,27,1,23.74,0,2025-07-03,0.233,0,Service
2025-08-26,KM-T127,Tripunithura Depot,49,17,14,1,0,9.3,0.5462842480036996,2384,0.06347074663694605,Night-A,Bay-3,25,2,28.61,0,2025-06-02,0.072,0,Service
2025-08-26,KM-T128,Pettah Depot,-4,16,13,1,0,12.8,10.968467513750152,1959,0.39957450246238413,No-Clean,Bay-8,53,1,26.53,0,2025-08-09,0.19,0,IBL
2025-08-26,KM-T129,Pettah Depot,42,28,8,1,0,11.8,0.7377085461771298,2921,0.3912163947201263,Night-A,Bay-1,20,1,23.83,0,2025-05-15,0.187,0,Service
2025-08-26,KM-T130,Pettah Depot,16,48,8,0,0,9.1,6.497601469701343,2404,0.24437857055486686,Night-B,Bay-6,17,0,26.27,0,2025-05-20,0.136,0,Standby
2025-08-26,KM-T131,Tripunithura Depot,28,36,12,5,0,7.6,14.233095232459698,2879,0.13419657508953478,Night-A,Bay-10,22,2,27.21,0,2025-08-17,0.097,0,Service
2025-08-26,KM-T132,Pettah Depot,45,9,23,3,1,6.6,4.329558812310533,2359,0.23245377065788525,Night-B,Bay-12,23,1,27.17,0,2025-05-30,0.251,0,IBL
2025-08-26,KM-T133,Pettah Depot,39,24,22,2,0,14.4,9.89576728424741,2091,0.06609618959108979,No-Clean,Bay-7,16,0,27.08,0,2025-06-14,0.073,1,Standby
2025-08-26,KM-T134,Tripunithura Depot,7,12,19,3,0,5.0,4.648706987479095,2928,0.4008854868545829,Night-B,Bay-4,52,1,25.6,0,2025-06-16,0.19,0,Service
2025-08-26,KM-T135,Tripunithura Depot,52,38,-6,2,0,14.5,9.214356333328283,2670,0.2699661778345685,Night-A,Bay-8,54,0,27.19,0,2025-06-08,0.294,0,IBL
2025-08-26,KM-T136,Tripunithura Depot,49,32,5,0,0,1.7,12.90122583326287,2468,0.1887377097969209,Night-A,Bay-6,55,1,27.79,0,2025-07-02,0.116,1,Service
2025-08-26,KM-T137,Tripunithura Depot,20,2,-5,3,0,14.6,4.361379385013749,1863,0.12531895674412893,Night-A,Bay-11,12,1,27.78,0,2025-05-23,0.244,0,IBL
2025-08-26,KM-T138,Pettah Depot,3,-1,-4,0,0,7.5,11.297430459800896,2033,0.4241047664332238,No-Clean,Bay-2,6,1,28.64,0,2025-08-22,0.348,0,IBL
2025-08-26,KM-T139,Pettah Depot,8,36,13,4,0,8.8,3.316487497321826,2875,0.32169410669046794,Night-A,Bay-3,26,4,28.47,1,2025-04-29,0.163,0,Service
2025-08-26,KM-T140,Pettah Depot,36,14,16,3,1,4.2,4.450677773153444,2231,0.09833325132881893,Night-B,Bay-9,3,2,26.18,0,2025-04-25,0.204,1,IBL
2025-08-27,KM-T101,Pettah Depot,1,24,15,0,0,15.5,13.963578533074838,3156,0.2203514392692545,Night-B,Bay-12,25,1,26.36,1,2025-08-08,0.127,0,Standby
2025-08-27,KM-T102,Tripunithura Depot,25,-6,5,3,1,1.0,17.061316779785546,2926,0.197857623116494,No-Clean,Bay-12,18,1,26.99,0,2025-08-21,0.239,0,IBL
2025-08-27,KM-T103,Pettah Depot,14,20,9,4,0,5.2,7.364233098746866,3174,0.33720241754151836,No-Clean,Bay-5,30,1,27.13,0,2025-07-09,0.168,0,Service
2025-08-27,KM-T104,Tripunithura Depot,10,30,24,0,0,5.7,3.0768216209189765,3035,0.24260065869780886,No-Clean,Bay-8,36,0,29.59,0,2025-05-16,0.135,0,Service
2025-08-27,KM-T105,Tripunithura Depot,31,46,11,3,0,0.4,1.5616563022357766,3268,0.2987383148755667,Night-B,Bay-5,18,1,24.76,0,2025-06-25,0.155,0,Service
2025-08-27,KM-T106,Tripunithura Depot,-6,35,10,1,0,6.7,12.90360522740321,2561,0.19700791168451146,Night-A,Bay-9,8,0,25.47,0,2025-06-22,0.119,0,IBL
2025-08-27,KM-T107,Pettah Depot,33,16,14,2,0,15.5,13.20582586685022,1998,0.38506474666875257,Night-A,Bay-11,25,0,30.69,0,2025-05-18,0.185,0,Service
2025-08-27,KM-T108,Tripunithura Depot,-25,45,37,0,0,5.9,7.32081289897829,3109,0.1981977073674198,No-Clean,Bay-1,25,2,25.2,0,2025-05-25,0.119,0,IBL
2025-08-27,KM-T109,Pettah Depot,2,27,0,0,0,5.5,0.8644821655885437,3361,0.4464233931417538,Night-A,Bay-2,37,0,27.23,0,2025-08-04,0.356,0,Service
2025-08-27,KM-T110,Tripunithura Depot,29,25,3,0,0,14.4,14.872238570226619,2813,0.3572656579316557,Night-A,Bay-4,13,0,28.18,0,2025-08-15,0.175,0,Service
2025-08-27,KM-T111,Tripunithura Depot,6,21,-5,1,0,15.6,4.93926236883642,2514,0.24982831433347705,No-Clean,Bay-1,32,0,25.71,0,2025-07-05,0.287,0,IBL
2025-08-27,KM-T112,Tripunithura Depot,-11,14,15,3,1,9.2,15.322155937863453,3017,0.2612494629672509,No-Clean,Bay-2,33,2,27.14,0,2025-05-29,0.261,0,IBL
2025-08-27,KM-T113,Pettah Depot,3,-3,17,0,0,6.7,6.183474695128402,3297,0.17777628024142528,Night-A,Bay-8,36,1,27.98,0,2025-06-18,0.112,0,Standby
2025-08-27,KM-T114,Tripunithura Depot,5,10,7,0,0,4.9,13.507190798140403,3088,0.4172975145688367,No-Clean,Bay-4,20,1,27.66,0,2025-08-07,0.196,1,Service
2025-08-27,KM-T115,Pettah Depot,44,7,6,0,0,0.4,15.852757014892997,2133,0.24657631339074326,Night-A,Bay-2,21,0,26.69,1,2025-08-22,0.136,1,Standby
2025-08-27,KM-T116,Tripunithura Depot,66,37,-6,1,0,0.2,1.2038844371688162,2669,0.2771770349658992,Night-A,Bay-7,19,1,23.86,0,2025-05-15,0.297,1,IBL
2025-08-27,KM-T117,Pettah Depot,25,61,16,1,1,1.1,11.033411051618078,3195,0.27512056497430254,Night-B,Bay-3,17,2,30.17,0,2025-06-10,0.266,0,IBL
2025-08-27,KM-T118,Pettah Depot,13,-4,13,1,0,6.2,9.215587137695668,2631,0.16786368766411447,Night-B,Bay-11,29,1,27.87,0,2025-06-11,0.109,1,Standby
2025-08-27,KM-T119,Pettah Depot,11,25,17,1,0,10.9,11.686878575537273,2450,0.2436851029585077,Night-A,Bay-6,17,0,26.55,0,2025-08-04,0.135,0,Service
2025-08-27,KM-T120,Pettah Depot,62,38,-9,3,0,12.0,11.574618583183394,2589,0.17243984790549646,No-Clean,Bay-11,35,2,27.74,0,2025-08-14,0.26,0,IBL
2025-08-27,KM-T121,Tripunithura Depot,47,10,4,0,0,12.4,9.275493490318661,3277,0.36675651207148513,Night-A,Bay-2,16,0,26.93,0,2025-05-10,0.178,1,Service
2025-08-27,KM-T122,Tripunithura Depot,13,-6,1,2,0,12.8,14.003303847404126,2898,0.08120071098460005,Night-A,Bay-4,30,1,27.08,0,2025-07-23,0.228,1,Service
2025-08-27,KM-T123,Tripunithura Depot,52,6,10,1,0,5.4,1.0159871240414493,2804,0.12283029531212895,Night-A,Bay-9,21,0,24.51,1,2025-04-28,0.093,0,Standby
2025-08-27,KM-T124,Tripunithura Depot,38,45,20,2,0,0.4,5.124151388069769,2629,0.34556131497001863,No-Clean,Bay-1,23,1,28.86,0,2025-08-17,0.171,0,Standby
2025-08-27,KM-T125,Pettah Depot,30,22,31,0,0,3.9,4.766321740428309,2884,0.1800216163769392,Night-B,Bay-12,16,1,26.6,0,2025-05-07,0.113,0,Service
2025-08-27,KM-T126,Tripunithura Depot,3,14,29,0,0,2.2,2.8855472493920384,3197,0.5421719698248143,No-Clean,Bay-2,27,1,23.74,0,2025-07-03,0.24,0,Service
2025-08-27,KM-T127,Tripunithura Depot,48,16,13,1,0,9.3,0.0,2667,0.08261161142335773,Night-A,Bay-3,25,2,28.61,0,2025-06-02,0.079,0,Service
2025-08-27,KM-T128,Pettah Depot,-5,15,12,1,0,12.8,10.352106105710675,2148,0.40930170804937244,No-Clean,Bay-8,53,1,26.53,0,2025-08-09,0.193,0,IBL
2025-08-27,KM-T129,Pettah Depot,41,27,7,1,0,11.8,1.7250430627662316,3175,0.4001149694087688,Night-A,Bay-1,20,1,23.83,0,2025-05-15,0.19,0,Service
2025-08-27,KM-T130,Pettah Depot,15,47,7,0,0,9.1,6.421650446058821,2588,0.25683825724740145,Night-B,Bay-6,17,0,26.27,0,2025-05-20,0.14,0,Standby
2025-08-27,KM-T131,Tripunithura Depot,27,35,11,5,0,7.6,14.05270355069729,3154,0.14670562865685538,Night-A,Bay-10,22,2,27.21,0,2025-08-17,0.101,0,Service
2025-08-27,KM-T132,Pettah Depot,44,8,22,3,1,6.6,5.7024072869870635,2632,0.2504131943689104,Night-B,Bay-12,23,1,27.17,0,2025-05-30,0.258,0,IBL
2025-08-27,KM-T133,Pettah Depot,38,23,21,2,0,14.4,8.297642932363663,2320,0.08390296341665979,No-Clean,Bay-7,16,0,27.08,0,2025-06-14,0.079,1,Service
2025-08-27,KM-T134,Tripunithura Depot,6,11,18,4,1,5.0,5.110879653561038,3225,0.4060809303709392,Night-B,Bay-4,52,1,25.6,0,2025-06-16,0.312,0,IBL
2025-08-27,KM-T135,Tripunithura Depot,51,37,-7,2,0,14.5,11.018704443115025,2892,0.28278807241539056,Night-A,Bay-8,54,0,27.19,0,2025-06-08,0.299,0,IBL
2025-08-27,KM-T136,Tripunithura Depot,48,31,4,0,0,1.7,12.710322041535571,2686,0.205457942406137,Night-A,Bay-6,55,1,27.79,0,2025-07-02,0.122,1,Standby
2025-08-27,KM-T137,Tripunithura Depot,19,1,-6,3,1,14.6,3.6657080071655472,2078,0.1356743969036791,Night-A,Bay-11,12,1,27.78,0,2025-05-23,0.367,0,IBL
2025-08-27,KM-T138,Pettah Depot,2,-2,-5,0,0,7.5,10.213239068778572,2303,0.43291208260557423,No-Clean,Bay-2,6,1,28.64,0,2025-08-22,0.352,1,IBL
2025-08-27,KM-T139,Pettah Depot,7,35,12,4,3,8.8,1.972373026958639,3154,0.33102738077410543,Night-A,Bay-3,26,4,28.47,0,2025-04-29,0.286,0,IBL
2025-08-27,KM-T140,Pettah Depot,35,13,15,3,2,4.2,2.8474173063374946,2523,0.10999873156744164,Night-B,Bay-9,3,2,26.18,0,2025-04-25,0.208,1,IBL
2025-08-28,KM-T101,Pettah Depot,0,23,14,0,0,15.5,12.437307536352625,3417,0.23520090537487262,Night-B,Bay-12,25,1,26.36,1,2025-08-08,0.132,0,Service
2025-08-28,KM-T102,Tripunithura Depot,24,-7,4,3,1,1.0,17.093892357194107,3203,0.21305087202350262,No-Clean,Bay-12,18,1,26.99,0,2025-08-21,0.245,0,IBL
2025-08-28,KM-T103,Pettah Depot,13,19,8,4,2,5.2,8.77528399980609,3429,0.35358406134787823,No-Clean,Bay-5,30,1,27.13,0,2025-07-09,0.294,0,IBL
2025-08-28,KM-T104,Tripunithura Depot,9,29,23,0,0,5.7,2.671411613305198,3330,0.25066757198862955,No-Clean,Bay-8,36,0,29.59,0,2025-05-16,0.138,0,Service
2025-08-28,KM-T105,Tripunithura Depot,30,45,10,3,0,0.4,1.9983948539692862,3538,0.30477342876475894,Night-B,Bay-5,18,1,24.76,0,2025-06-25,0.157,0,Standby
2025-08-28,KM-T106,Tripunithura Depot,-7,34,9,1,0,6.7,13.307899982364907,2846,0.21437972952867826,Night-A,Bay-9,8,0,25.47,0,2025-06-22,0.125,0,IBL
2025-08-28,KM-T107,Pettah Depot,32,15,13,1,0,15.5,12.530117787688608,2272,0.3919827486870888,Night-A,Bay-11,25,0,30.69,0,2025-05-18,0.187,0,Service
2025-08-28,KM-T108,Tripunithura Depot,-26,44,36,0,0,5.9,7.3549653164663145,3349,0.20975993626654293,No-Clean,Bay-1,25,2,25.2,0,2025-05-25,0.123,0,IBL
2025-08-28,KM-T109,Pettah Depot,1,26,-1,0,0,5.5,0.0,3655,0.46136910101880513,Night-A,Bay-2,37,0,27.23,0,2025-08-04,0.361,0,IBL
2025-08-28,KM-T110,Tripunithura Depot,28,24,2,0,0,14.4,14.194673917890963,3019,0.36633723659616874,Night-A,Bay-4,13,0,28.18,0,2025-08-15,0.328,0,Service
2025-08-28,KM-T111,Tripunithura Depot,5,20,-6,1,0,15.6,6.741427177267866,2715,0.26072624234889585,No-Clean,Bay-1,32,0,25.71,0,2025-07-05,0.291,0,IBL
2025-08-28,KM-T112,Tripunithura Depot,-12,13,14,3,0,9.2,15.705256149936673,3205,0.27028216410404354,No-Clean,Bay-2,33,2,27.14,0,2025-05-29,0.145,0,IBL
2025-08-28,KM-T113,Pettah Depot,2,-4,16,0,0,6.7,4.977712566672864,3497,0.1911776557030762,Night-A,Bay-8,36,1,27.98,0,2025-06-18,0.117,0,Standby
2025-08-28,KM-T114,Tripunithura Depot,4,9,6,0,0,4.9,13.32618465948079,3378,0.432716445977636,No-Clean,Bay-4,20,1,27.66,0,2025-08-07,0.201,1,Service
2025-08-28,KM-T115,Pettah Depot,43,6,5,0,0,0.4,16.164458817024215,2325,0.2547772136103786,Night-A,Bay-2,21,0,26.69,0,2025-08-22,0.139,1,Service
2025-08-28,KM-T116,Tripunithura Depot,65,36,-7,1,0,0.2,0.7551162126801853,2929,0.2878848006139476,Night-A,Bay-7,19,1,23.86,0,2025-05-15,0.301,1,IBL
2025-08-28,KM-T117,Pettah Depot,24,60,15,1,0,1.1,11.165130941152393,3490,0.2819863074429224,Night-B,Bay-3,17,2,30.17,0,2025-06-10,0.149,0,Service
2025-08-28,KM-T118,Pettah Depot,12,-5,12,1,1,6.2,8.316726530737075,2850,0.17363871848898388,Night-B,Bay-11,29,1,27.87,0,2025-06-11,0.231,1,IBL
2025-08-28,KM-T119,Pettah Depot,10,24,16,1,0,10.9,12.741007251556251,2728,0.2629721097088254,Night-A,Bay-6,17,0,26.55,0,2025-08-04,0.142,0,Service
2025-08-28,KM-T120,Pettah Depot,61,37,-10,3,1,12.0,13.068201352492263,2840,0.18119686638738394,No-Clean,Bay-11,35,2,27.74,0,2025-08-14,0.383,1,IBL
2025-08-28,KM-T121,Tripunithura Depot,46,9,3,0,0,12.4,8.048617955804872,3536,0.3741987378166381,Night-A,Bay-2,16,0,26.93,0,2025-05-10,0.181,1,Service
2025-08-28,KM-T122,Tripunithura Depot,12,-7,0,3,0,12.8,13.568658757613932,3105,0.09226862176820809,Night-A,Bay-4,30,1,27.08,0,2025-07-23,0.232,1,Service
2025-08-28,KM-T123,Tripunithura Depot,51,5,9,1,0,5.4,0.4569923961594512,3049,0.1309113164392994,Night-A,Bay-9,21,0,24.51,0,2025-04-28,0.096,0,Service
2025-08-28,KM-T124,Tripunithura Depot,37,44,19,2,2,0.4,5.46421075493057,2828,0.3547291066113643,No-Clean,Bay-1,23,1,28.86,0,2025-08-17,0.294,0,IBL
2025-08-28,KM-T125,Pettah Depot,29,21,30,0,0,3.9,3.4286123165105105,3080,0.18656843681306035,Night-B,Bay-12,16,1,26.6,0,2025-05-07,0.115,0,Service
2025-08-28,KM-T126,Tripunithura Depot,2,13,28,0,0,2.2,3.12487804978952,3447,0.5511361137721938,No-Clean,Bay-2,27,1,23.74,0,2025-07-03,0.243,0,Service
2025-08-28,KM-T127,Tripunithura Depot,47,15,12,1,1,9.3,0.0,2868,0.0897707401269412,Night-A,Bay-3,25,2,28.61,0,2025-06-02,0.201,0,IBL
2025-08-28,KM-T128,Pettah Depot,-6,14,11,0,0,12.8,9.629018376074812,2426,0.4240292803511528,No-Clean,Bay-8,53,1,26.53,0,2025-08-09,0.198,0,IBL
2025-08-28,KM-T129,Pettah Depot,40,26,6,1,0,11.8,3.880375810956849,3364,0.4118752665328525,Night-A,Bay-1,20,1,23.83,0,2025-05-15,0.194,0,Service
2025-08-28,KM-T130,Pettah Depot,14,46,6,0,0,9.1,5.4440883205861335,2887,0.27065204531404247,Night-B,Bay-6,17,0,26.27,0,2025-05-20,0.145,1,Service
2025-08-28,KM-T131,Tripunithura Depot,26,34,10,5,1,7.6,15.477165563829924,3382,0.15983547978020188,Night-A,Bay-10,22,2,27.21,0,2025-08-17,0.226,0,IBL
2025-08-28,KM-T132,Pettah Depot,43,7,21,3,1,6.6,6.400030657719502,2885,0.25553799350231826,Night-B,Bay-12,23,1,27.17,0,2025-05-30,0.259,0,IBL
2025-08-28,KM-T133,Pettah Depot,37,22,20,2,2,14.4,8.561494633437597,2514,0.1011617480871621,No-Clean,Bay-7,16,0,27.08,0,2025-06-14,0.205,1,IBL
2025-08-28,KM-T134,Tripunithura Depot,5,10,17,4,1,5.0,3.586464315440061,3513,0.4124518026659158,Night-B,Bay-4,52,1,25.6,1,2025-06-16,0.314,0,IBL
2025-08-28,KM-T135,Tripunithura Depot,50,36,-8,2,0,14.5,11.700756508827645,3181,0.29185016733594515,Night-A,Bay-8,54,0,27.19,0,2025-06-08,0.302,0,IBL
2025-08-28,KM-T136,Tripunithura Depot,47,30,3,0,0,1.7,14.197568196871499,2913,0.21545346548321798,Night-A,Bay-6,55,1,27.79,0,2025-07-02,0.125,1,Standby
2025-08-28,KM-T137,Tripunithura Depot,18,0,-7,3,0,14.6,3.4806672845047433,2260,0.14992615102146722,Night-A,Bay-11,12,1,27.78,0,2025-05-23,0.252,0,IBL
2025-08-28,KM-T138,Pettah Depot,1,-3,-6,0,0,7.5,9.593683393756887,2571,0.4429161844410099,No-Clean,Bay-2,6,1,28.64,0,2025-08-22,0.355,1,IBL
2025-08-28,KM-T139,Pettah Depot,6,34,11,4,1,8.8,0.35700657568191296,3392,0.34284256212012026,Night-A,Bay-3,26,4,28.47,0,2025-04-29,0.29,0,IBL
2025-08-28,KM-T140,Pettah Depot,34,12,14,3,0,4.2,0.8118864635196217,2794,0.12128957574244621,Night-B,Bay-9,3,2,26.18,0,2025-04-25,0.092,1,Service
2025-08-29,KM-T101,Pettah Depot,-1,22,13,0,0,15.5,11.944184713952852,3703,0.2475673413156201,Night-B,Bay-12,25,1,26.36,0,2025-08-08,0.137,0,IBL
2025-08-29,KM-T102,Tripunithura Depot,23,-8,3,3,2,1.0,18.53752436066292,3420,0.21972908127173948,No-Clean,Bay-12,18,1,26.99,0,2025-08-21,0.247,0,IBL
2025-08-29,KM-T103,Pettah Depot,12,18,7,4,0,5.2,8.874889756327532,3655,0.3688610759959955,No-Clean,Bay-5,30,1,27.13,0,2025-07-09,0.179,0,Service
2025-08-29,KM-T104,Tripunithura Depot,8,28,22,0,0,5.7,1.0116560278271354,3561,0.2687571090268321,No-Clean,Bay-8,36,0,29.59,0,2025-05-16,0.144,0,Service
2025-08-29,KM-T105,Tripunithura Depot,29,44,9,3,0,0.4,3.063271593259524,3766,0.31735794106608833,Night-B,Bay-5,18,1,24.76,0,2025-06-25,0.161,0,Standby
2025-08-29,KM-T106,Tripunithura Depot,-8,33,8,1,0,6.7,11.167634103586927,3067,0.23264537773402283,Night-A,Bay-9,8,0,25.47,1,2025-06-22,0.131,0,IBL
2025-08-29,KM-T107,Pettah Depot,31,14,12,1,0,15.5,12.642222734513126,2562,0.40708742994921243,Night-A,Bay-11,25,0,30.69,0,2025-05-18,0.192,0,Service
2025-08-29,KM-T108,Tripunithura Depot,-27,43,35,0,0,5.9,9.099604489724996,3635,0.22574614423873296,No-Clean,Bay-1,25,2,25.2,0,2025-05-25,0.129,0,IBL
2025-08-29,KM-T109,Pettah Depot,0,25,-2,0,0,5.5,0.0,3868,0.4741574695805082,Night-A,Bay-2,37,0,27.23,0,2025-08-04,0.366,0,IBL
2025-08-29,KM-T110,Tripunithura Depot,27,23,1,0,0,14.4,13.601747384842941,3226,0.37991591965392774,Night-A,Bay-4,13,0,28.18,0,2025-08-15,0.333,0,Service
